	F1D3Q.sam.counts	F1DFM.sam.counts	F1DNM.sam.counts	F1N1Q.sam.counts	F1N3Q.sam.counts	F1NFM.sam.counts	F1NNM.sam.counts	F2D3Q.sam.counts	F2DFM.sam.counts	F2DNM.sam.counts	F2N1Q.sam.counts	F2N3Q.sam.counts	F2NFM.sam.counts	F2NNM.sam.counts	F3DFM.sam.counts	F3DNM.sam.counts	F3N1Q.sam.counts	F3N3Q.sam.counts	F3NFM.sam.counts	F3NNM.sam.counts	
isogroup15498	5	15	2	6	7	5	13	5	6	11	5	12	4	3	0	7	1	1	2	4	
isogroup15499	6	10	4	5	7	9	10	1	7	3	2	7	2	3	3	4	1	5	2	4	
isogroup155	4	1	0	0	1	2	1	1	0	4	0	2	4	1	0	1	1	1	0	0	
isogroup1550	101	186	76	91	145	110	118	46	86	120	71	127	77	62	65	121	45	82	36	58	
isogroup15500	29	44	11	24	86	58	48	6	19	64	23	57	15	16	11	40	6	28	8	8	
isogroup15501	183	326	119	160	296	250	204	86	108	135	92	169	89	153	66	177	52	111	42	51	
isogroup15502	0	0	2	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	
isogroup15503	0	1	7	0	0	0	0	0	0	0	4	1	0	1	0	1	0	2	0	6	
isogroup15504	5	3	1	1	3	2	1	0	1	5	3	0	1	1	1	1	2	3	0	0	
isogroup15505	23	49	10	67	48	41	31	19	29	22	35	48	24	33	15	24	15	17	13	6	
isogroup15506	5	39	14	22	11	26	14	4	29	11	37	6	19	13	16	23	17	11	22	11	
isogroup15507	11	37	5	8	22	16	4	3	5	2	6	2	6	11	6	11	3	6	3	1	
isogroup15508	1	6	1	1	4	7	2	0	3	1	5	2	7	0	5	1	6	3	5	0	
isogroup15509	1	14	10	8	2	7	3	0	8	6	12	0	14	8	6	6	11	1	2	1	
isogroup15511	10	12	3	6	19	14	12	8	9	9	4	10	11	5	2	8	0	2	1	1	
isogroup15512	0	4	2	0	3	2	1	1	5	4	1	0	4	1	2	0	1	0	1	0	
isogroup15513	10	6	4	3	13	6	6	3	4	8	4	10	3	7	1	7	4	4	1	6	
isogroup15514	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	
isogroup15515	45	38	30	35	38	56	87	45	39	57	35	64	58	25	32	26	17	42	16	20	
isogroup15516	15	11	3	1	4	4	5	11	10	8	7	11	7	4	5	4	2	2	3	1	
isogroup15517	4	24	0	13	5	18	11	0	14	11	15	8	6	1	3	11	1	1	0	0	
isogroup15518	2	15	3	8	7	5	6	0	8	6	8	1	3	7	2	13	2	1	3	3	
isogroup15522	10	42	19	24	99	47	36	4	23	41	24	88	15	60	7	61	7	28	3	19	
isogroup15523	4	6	1	1	9	4	2	0	0	3	1	1	0	5	0	7	3	0	2	0	
isogroup15525	55	65	36	34	67	55	93	60	54	67	36	100	65	42	22	50	23	46	11	28	
isogroup15526	13	13	5	4	21	12	9	5	8	6	3	3	6	5	5	10	5	3	1	7	
isogroup15527	8	25	10	12	21	10	12	12	13	16	5	21	7	6	8	11	6	13	10	10	
isogroup15528	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	
isogroup15529	2	2	0	1	0	0	2	0	1	3	2	0	1	0	0	0	1	0	1	0	
isogroup1553	0	3	4	1	0	1	3	1	5	1	7	0	0	2	1	0	1	1	9	1	
isogroup15530	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	
isogroup15532	72	49	26	17	35	38	40	20	19	28	24	22	20	22	9	24	14	15	10	11	
isogroup15533	69	156	162	87	109	158	228	77	138	170	93	202	75	117	96	64	70	58	61	52	
isogroup15534	1	0	0	0	0	0	1	0	0	0	6	1	0	0	2	0	6	0	2	2	
isogroup15535	63	88	55	32	185	80	74	41	41	57	54	64	49	43	64	35	46	63	39	65	
isogroup15536	0	0	3	0	0	0	0	0	2	0	2	0	1	0	0	0	0	1	2	0	
isogroup15538	0	3	2	5	3	4	6	3	2	1	5	2	1	2	3	2	1	0	0	1	
isogroup15541	0	1	0	1	1	0	0	0	0	0	0	0	2	1	0	1	0	0	4	0	
isogroup15543	1	2	2	0	1	0	1	1	1	0	1	1	1	1	0	1	0	0	0	0	
isogroup15544	10	11	7	13	16	7	13	7	4	7	4	10	6	15	1	11	1	5	3	5	
isogroup15545	5	2	0	1	4	1	4	0	0	1	2	5	2	5	2	3	0	1	0	2	
isogroup15549	1	8	0	5	4	4	1	0	4	0	4	1	1	5	0	1	0	0	1	1	
isogroup1555	4	5	2	1	7	4	2	2	1	6	1	5	3	1	0	2	0	2	0	2	
isogroup15550	558	601	188	301	504	531	450	157	167	270	165	298	144	422	108	443	78	131	71	87	
isogroup15551	2	17	3	7	1	10	2	0	1	2	4	0	5	3	7	4	6	1	5	2	
isogroup15552	3	0	1	0	0	0	1	2	0	0	0	0	1	0	0	0	0	0	0	0	
isogroup15554	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	
isogroup15556	4	6	0	3	4	4	0	1	0	0	0	1	1	1	0	3	2	0	0	0	
isogroup15559	28	35	2	17	33	20	10	5	7	10	3	10	6	11	5	27	0	2	2	1	
isogroup1556	1	1	1	5	1	0	0	0	0	1	1	0	0	2	0	1	0	0	0	0	
isogroup15560	15	35	22	17	8	27	20	9	20	23	26	13	31	12	21	16	19	9	30	13	
isogroup15562	1	15	0	21	5	7	3	2	8	2	5	1	5	0	1	3	2	0	1	3	
isogroup15563	0	2	1	0	0	0	0	0	2	1	3	1	4	0	2	0	0	0	0	0	
isogroup15564	2	2	2	2	3	1	0	1	0	2	0	0	1	0	0	4	2	1	0	0	
isogroup15566	5	19	6	10	20	8	14	6	4	14	1	10	6	15	2	5	0	7	1	1	
isogroup15567	31	31	13	34	40	21	21	8	13	10	14	11	11	13	6	18	6	14	2	9	
isogroup15568	48	86	19	37	44	60	18	35	23	19	11	26	29	22	26	23	23	19	14	13	
isogroup15569	5	4	2	6	3	9	2	6	5	4	4	3	2	4	0	4	0	1	3	1	
isogroup1557	2	7	2	4	3	7	6	1	7	7	3	3	2	1	3	0	1	0	2	0	
isogroup15570	2	3	4	3	1	4	20	2	14	11	28	5	15	1	4	5	12	1	3	3	
isogroup15574	1	0	1	0	1	1	4	0	0	0	0	0	0	0	0	0	0	2	0	0	
isogroup15575	0	0	0	0	0	2	4	0	0	1	0	0	0	0	0	0	0	0	0	0	
isogroup15577	0	1	4	3	0	4	3	0	0	2	4	1	0	0	1	2	1	0	0	1	
isogroup15578	9	2	5	1	1	0	1	0	0	0	0	0	1	1	2	3	1	1	0	0	
isogroup15579	85	104	82	47	130	84	288	85	116	233	99	320	136	86	29	85	27	50	29	50	
isogroup15581	1	4	1	0	2	0	0	1	1	0	2	0	1	1	0	1	1	0	2	0	
isogroup15582	71	95	31	48	80	80	61	44	69	50	40	79	52	41	35	43	23	40	26	17	
isogroup15583	1	3	0	0	0	0	1	0	0	1	0	1	1	0	0	0	0	2	0	1	
isogroup15585	30	50	9	13	39	34	18	6	5	22	11	23	14	24	18	24	14	12	9	5	
isogroup15586	2	5	0	5	0	0	0	0	2	1	0	0	1	1	3	0	3	1	2	1	
isogroup15588	1	1	5	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	4	
isogroup15589	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	1	
isogroup1559	1	0	3	0	2	1	1	0	1	3	1	1	1	0	1	0	0	0	2	0	
isogroup15590	2	2	2	0	0	3	2	3	2	1	0	5	3	3	7	1	1	0	0	4	
isogroup15591	16	14	9	6	12	14	18	9	5	15	12	15	13	9	3	10	3	4	9	6	
isogroup15592	0	2	2	3	1	2	1	0	7	1	7	2	6	0	0	3	1	0	4	0	
isogroup15593	1	7	0	2	2	6	2	0	4	1	0	2	1	0	5	1	6	2	2	3	
isogroup15594	18	35	15	25	45	39	34	15	30	23	19	30	22	18	8	23	9	15	8	16	
isogroup15596	9	24	4	3	10	9	10	8	15	14	14	25	10	5	9	14	4	9	5	1	
isogroup15597	3	5	1	14	4	2	6	3	3	9	12	10	3	5	2	2	4	4	6	1	
isogroup15598	21	57	17	12	96	56	52	14	28	29	16	42	20	25	19	24	21	23	11	26	
isogroup15599	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	4	1	3	0	
isogroup1560	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	
isogroup15600	30	22	25	25	80	44	28	9	6	17	10	27	6	21	11	31	8	26	6	24	
isogroup15601	11	30	9	15	46	28	23	20	21	11	12	28	12	10	4	15	4	9	5	2	
isogroup15603	16	27	8	5	19	9	16	11	7	18	7	14	14	7	6	19	5	9	7	9	
isogroup15604	5	24	3	15	2	29	8	3	7	3	8	2	10	16	1	5	1	2	3	0	
isogroup15605	57	53	19	43	71	98	46	31	25	20	34	34	44	35	6	20	10	19	18	8	
isogroup15607	1	12	5	10	15	3	3	0	1	10	5	5	2	3	1	7	2	5	1	4	
isogroup15608	3	0	0	3	2	1	0	0	0	1	0	2	1	0	0	2	0	0	0	0	
isogroup1561	2	1	0	3	2	1	3	0	3	1	0	0	0	0	1	1	0	0	0	1	
isogroup15610	29	38	9	24	49	32	33	19	21	20	13	29	22	26	17	24	8	27	9	19	
isogroup15612	58	238	85	168	170	200	169	31	118	143	124	106	92	110	59	179	60	60	58	51	
isogroup15613	412	586	268	287	510	449	487	240	334	389	298	410	277	324	198	302	134	197	102	147	
isogroup15614	0	1	3	2	0	3	4	0	2	1	2	1	1	1	2	2	1	0	1	1	
isogroup15615	12	22	4	8	35	19	13	3	6	8	7	12	6	13	11	12	6	2	3	8	
isogroup15616	15	16	8	13	16	35	6	2	5	3	5	5	5	6	2	3	0	2	1	3	
isogroup15617	1	8	0	2	1	7	2	1	0	7	2	2	1	2	1	6	3	1	0	2	
isogroup1562	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	
isogroup15620	2	5	4	4	3	6	10	0	6	3	4	1	5	2	2	4	2	0	1	1	
isogroup15622	1	3	22	2	5	3	35	13	24	21	23	19	11	4	12	2	11	17	3	19	
isogroup15624	1	4	0	1	10	3	2	0	2	3	1	3	3	9	0	3	3	3	0	1	
isogroup15625	11	36	7	24	14	21	7	2	12	20	17	12	11	20	6	19	4	4	5	4	
isogroup15627	3	6	6	8	16	6	5	1	2	10	6	9	1	13	5	10	1	5	2	2	
isogroup15629	49	92	37	53	117	84	98	31	27	62	41	71	30	57	19	75	20	40	13	23	
isogroup1563	31	21	6	13	18	20	25	15	7	16	8	21	11	16	4	18	6	5	3	3	
isogroup15630	64	125	34	82	138	123	90	37	67	48	45	79	28	58	54	67	28	43	13	25	
isogroup15631	0	1	1	1	0	0	1	1	1	0	1	1	0	0	0	0	0	0	3	0	
isogroup15632	15	13	10	8	19	17	30	10	16	18	12	30	7	14	13	22	6	15	0	10	
isogroup15633	17	15	1	26	37	24	9	8	7	8	6	11	11	11	2	8	5	5	4	0	
isogroup15635	14	12	6	8	7	9	5	9	3	9	6	10	3	5	1	8	1	12	1	3	
isogroup15636	5	59	3	66	34	51	15	8	20	9	39	11	11	11	5	27	4	5	7	11	
isogroup15638	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	
isogroup15639	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	1	1	0	
isogroup1564	2	10	12	5	5	12	6	3	6	6	11	2	5	9	9	7	10	1	10	3	
isogroup15641	3	1	0	1	1	3	1	0	1	0	4	0	0	0	1	0	0	0	2	1	
isogroup15643	1	4	2	2	5	2	4	1	2	4	3	3	6	6	0	1	1	3	1	3	
isogroup15644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	
isogroup15645	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	
isogroup15646	4	17	7	10	6	14	11	0	4	4	3	10	6	7	2	13	2	1	1	2	
isogroup15647	14	22	9	18	14	25	14	9	18	2	19	6	11	17	8	16	11	4	13	7	
isogroup15648	0	10	3	6	2	9	17	3	6	13	15	12	5	2	6	6	4	4	1	2	
isogroup15649	5	9	5	3	12	10	11	7	4	12	7	15	7	8	0	18	2	1	4	1	
isogroup1565	0	1	2	8	2	2	6	1	3	2	8	4	2	1	2	3	4	1	2	4	
isogroup15650	16	9	7	7	12	3	3	6	4	3	2	4	4	7	13	4	3	11	4	5	
isogroup15652	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	
isogroup15653	11	13	3	7	14	9	4	2	7	4	4	7	4	7	5	4	2	4	0	2	
isogroup15654	1	0	0	0	4	1	3	1	1	1	0	3	1	2	2	0	0	0	0	0	
isogroup15656	2	7	4	0	0	5	2	0	0	2	6	0	2	2	0	2	0	2	6	1	
isogroup15657	1	1	1	3	3	3	4	0	7	7	3	0	2	4	1	1	3	0	1	1	
isogroup15658	28	63	1	25	54	38	26	10	14	13	14	21	6	14	1	16	0	1	0	1	
isogroup15659	1	2	1	3	9	2	10	5	5	7	5	4	1	2	5	1	4	1	0	4	
isogroup1566	0	0	0	0	1	1	1	1	1	0	0	3	1	0	1	0	0	0	1	0	
isogroup15660	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
isogroup15661	14	51	16	45	55	47	47	3	24	19	33	36	17	50	20	51	14	21	15	11	
isogroup15662	0	1	0	4	0	7	1	1	3	0	1	1	1	0	0	1	1	0	0	1	
isogroup15663	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup15664	1	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	
isogroup15665	27	68	11	22	35	40	31	6	24	30	36	19	25	27	22	35	16	17	27	18	
isogroup15666	0	3	0	3	1	0	1	0	1	2	1	0	0	0	0	1	0	0	0	0	
isogroup15667	4	16	7	6	2	8	8	0	11	1	6	5	4	7	3	6	4	3	2	4	
isogroup15669	1	4	0	3	3	6	4	3	1	6	2	5	5	1	3	2	0	0	1	0	
isogroup1567	1	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	
isogroup15672	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	
isogroup15674	42	79	30	35	62	53	67	18	26	44	24	63	22	53	13	50	9	20	4	11	
isogroup15675	1	3	4	1	4	2	2	0	0	2	1	1	0	2	1	1	0	0	0	3	
isogroup15676	5	11	3	5	15	11	4	2	2	1	2	5	1	6	4	9	2	1	6	4	
isogroup15678	0	0	0	0	0	0	0	1	0	0	1	2	0	1	1	0	0	0	0	0	
isogroup1568	6	2	1	5	3	6	4	2	0	1	2	0	0	3	0	4	1	1	1	0	
isogroup15680	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	
isogroup15681	3	6	2	4	4	7	6	1	0	6	1	6	6	4	2	3	5	1	2	0	
isogroup15682	2	9	6	6	9	10	12	7	3	7	1	7	7	4	7	2	2	11	5	6	
isogroup15683	3	3	6	2	6	9	41	32	33	49	30	18	33	5	7	6	1	3	23	1	
isogroup15685	2	5	2	0	0	2	0	0	1	0	2	1	4	1	1	2	3	1	2	3	
isogroup15686	4	11	2	12	8	6	5	2	4	5	4	3	3	5	8	8	1	1	2	3	
isogroup15687	12	11	10	16	23	16	14	11	12	15	15	20	13	6	6	8	7	9	8	9	
isogroup15688	2	1	0	0	5	1	8	2	3	5	4	2	4	6	1	4	2	2	1	1	
isogroup1569	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	0	0	0	
isogroup15690	0	7	2	0	1	0	2	1	4	4	2	8	5	0	1	1	3	1	5	0	
isogroup15691	54	29	4	13	44	22	18	7	3	12	4	24	13	3	2	12	0	3	0	0	
isogroup15692	7	14	2	12	13	8	4	1	2	3	5	1	1	8	0	10	1	2	0	6	
isogroup15693	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	3	
isogroup15694	4	5	3	2	6	2	1	0	2	1	1	5	2	4	1	2	0	5	0	1	
isogroup15695	0	1	1	0	0	3	2	0	1	0	1	0	0	1	1	1	2	0	0	0	
isogroup15697	0	3	0	1	0	3	0	1	0	0	1	0	2	0	0	3	1	0	0	0	
isogroup15698	66	113	61	67	150	108	156	53	65	129	74	138	62	96	63	100	36	46	31	45	
isogroup157	0	1	0	0	0	1	1	0	0	0	2	0	1	0	0	0	0	0	0	1	
isogroup1570	0	3	0	4	1	3	2	0	2	3	2	0	2	1	1	1	5	0	2	0	
isogroup15701	2	1	0	1	0	4	3	2	4	1	3	1	2	2	1	0	0	2	0	3	
isogroup15703	7	2	0	2	3	0	3	0	1	1	1	1	1	4	0	0	1	0	2	1	
isogroup15705	8	17	7	11	4	8	10	5	19	8	15	11	18	5	7	5	8	12	12	4	
isogroup15706	14	10	31	6	13	7	5	3	1	6	14	5	5	9	7	6	3	22	2	58	
isogroup15707	0	7	2	7	4	5	6	2	2	2	1	4	1	3	0	6	2	0	2	0	
isogroup15708	0	6	0	2	0	5	1	0	1	2	6	2	2	3	0	3	0	1	0	1	
isogroup15709	0	0	2	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	
isogroup1571	1	2	2	1	7	2	3	0	1	4	6	2	2	1	1	0	3	14	5	8	
isogroup15710	2	6	24	3	14	4	12	3	12	9	23	7	11	2	13	4	16	8	5	22	
isogroup15712	7	6	1	4	2	3	3	1	4	3	2	1	2	4	2	1	0	2	4	1	
isogroup15713	0	3	1	6	0	4	0	0	0	1	2	0	2	0	2	3	0	1	1	1	
isogroup15714	23	138	22	60	155	57	49	36	51	57	39	134	50	64	30	66	20	101	19	38	
isogroup15716	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	
isogroup15717	4	11	12	11	3	5	5	1	3	3	8	4	3	6	4	6	3	6	3	6	
isogroup15718	23	37	9	23	35	31	23	9	12	15	5	16	9	26	5	25	5	6	6	5	
isogroup15719	18	20	8	12	20	10	11	6	10	12	10	15	16	7	9	8	8	17	2	5	
isogroup1572	1	0	0	1	1	3	1	0	2	0	2	1	0	1	1	0	2	0	0	0	
isogroup15720	231	389	141	220	355	481	361	206	226	363	272	461	166	313	151	363	153	179	145	90	
isogroup15721	2	3	1	3	2	1	2	1	4	1	0	1	0	0	1	0	1	1	0	0	
isogroup15722	5	3	1	3	1	2	3	0	2	0	1	0	0	2	1	2	1	2	0	1	
isogroup15724	13	9	5	5	11	11	9	3	5	8	4	6	4	7	5	8	6	8	1	3	
isogroup15725	0	1	0	0	1	3	3	0	5	6	6	1	2	0	4	1	4	0	0	1	
isogroup15728	0	2	1	2	3	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	
isogroup15729	28	25	11	14	26	13	20	6	5	7	5	19	7	13	8	12	5	10	6	5	
isogroup15731	7	11	4	8	8	6	8	1	5	7	5	10	6	6	6	5	3	12	2	1	
isogroup15732	2	2	4	7	0	2	12	4	8	4	7	3	2	2	4	3	3	3	8	1	
isogroup15733	1	4	1	0	4	0	1	1	0	2	0	0	0	0	1	2	0	0	0	0	
isogroup15734	1	4	1	4	6	5	1	1	4	2	3	2	0	2	3	4	2	2	2	1	
isogroup15735	3	3	10	2	5	3	43	32	32	42	37	57	32	11	16	3	24	34	13	13	
isogroup15739	9	30	19	15	18	20	30	15	22	32	33	29	11	17	6	9	12	19	7	11	
isogroup1574	8	6	6	2	10	3	12	5	10	4	4	5	4	2	7	5	4	6	1	1	
isogroup15740	85	143	27	57	111	68	73	41	42	65	41	70	60	47	30	58	24	34	22	15	
isogroup15742	12	15	5	17	33	26	8	4	3	8	5	6	2	9	12	18	9	9	3	7	
isogroup15743	9	14	3	6	3	12	6	2	10	13	3	12	7	7	5	11	1	8	4	2	
isogroup15744	0	0	1	0	1	0	0	0	1	2	3	3	6	1	0	0	0	1	0	0	
isogroup15747	0	8	5	5	3	3	3	2	7	4	4	1	6	2	3	2	2	0	4	3	
isogroup15748	1	2	0	0	2	0	0	1	0	2	1	1	0	1	2	2	0	0	0	0	
isogroup1575	9	6	6	4	14	1	3	0	1	5	7	1	3	4	5	3	3	3	1	4	
isogroup15750	55	41	26	22	37	36	19	15	17	16	11	24	16	21	13	24	3	4	4	4	
isogroup15751	79	59	20	39	65	95	62	138	57	59	39	152	102	23	22	28	14	15	24	12	
isogroup15754	0	1	6	0	0	0	1	0	4	0	35	0	0	0	0	0	0	3	1	29	
isogroup15755	1	3	0	2	0	0	0	0	1	0	4	0	0	1	0	0	0	0	0	0	
isogroup15756	3	6	4	3	12	7	15	5	4	8	6	16	12	8	3	8	4	7	1	8	
isogroup15757	1	1	1	1	1	1	1	0	1	2	0	1	1	2	0	0	4	2	0	0	
isogroup15758	11	6	5	3	17	3	6	3	2	3	6	6	3	5	1	4	6	9	5	5	
isogroup15759	13	6	4	2	4	7	6	6	2	1	8	8	7	5	1	3	1	2	1	1	
isogroup1576	0	0	3	0	0	1	0	0	2	1	2	0	0	0	2	0	0	0	3	0	
isogroup15760	2	3	3	5	2	3	4	0	4	1	2	1	0	3	2	3	0	0	0	2	
isogroup15761	18	28	8	13	52	25	15	4	1	6	3	5	6	18	5	26	3	2	2	0	
isogroup15763	11	24	3	12	41	19	15	6	6	11	10	20	7	9	5	15	3	4	4	6	
isogroup15764	10	16	32	11	18	11	10	5	8	10	33	13	3	14	5	14	4	7	6	57	
isogroup15765	0	1	0	0	1	0	0	1	1	0	2	0	0	0	0	1	0	0	0	0	
isogroup15766	0	3	2	1	1	1	1	0	1	0	1	0	2	0	1	2	0	0	1	2	
isogroup15767	1	2	1	0	0	2	1	2	4	0	3	1	0	0	1	1	0	0	0	0	
isogroup15769	2	5	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup1577	0	3	1	1	1	2	1	1	2	2	2	0	2	1	2	3	2	0	0	0	
isogroup15770	0	0	1	0	0	0	4	1	5	0	2	0	2	0	0	0	1	1	1	2	
isogroup15772	5	7	3	2	2	4	9	3	0	1	3	0	2	2	2	3	2	1	2	0	
isogroup15774	1	2	5	0	1	2	0	0	3	5	6	7	2	0	3	1	0	1	1	5	
isogroup15775	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup15777	1	6	8	7	1	4	3	1	4	4	11	0	2	1	0	1	1	1	4	21	
isogroup15779	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	
isogroup1578	2	18	61	3	9	11	4	0	1	5	29	4	2	6	2	4	3	30	6	134	
isogroup15781	0	1	0	2	2	1	0	0	1	1	2	0	0	0	0	0	0	0	0	2	
isogroup15782	0	3	1	1	0	3	4	0	2	0	1	0	3	0	3	1	2	0	2	0	
isogroup15784	0	4	0	3	8	4	11	1	1	10	11	16	4	3	1	1	2	1	3	2	
isogroup15786	12	16	8	6	19	14	8	12	8	13	7	18	12	6	10	6	11	16	5	5	
isogroup15789	1	1	0	2	2	0	1	0	0	1	0	1	1	2	1	1	0	4	1	1	
isogroup1579	19	43	215	18	487	91	88	138	66	111	229	133	306	58	338	59	373	310	115	434	
isogroup15790	1	2	5	2	0	2	4	1	2	2	3	4	0	3	0	2	2	2	0	0	
isogroup15791	31	17	5	4	8	8	13	2	5	6	7	3	2	5	1	6	2	1	0	5	
isogroup15792	0	3	1	1	2	3	3	0	1	1	4	1	0	1	0	2	1	0	1	2	
isogroup15793	2	3	0	6	7	4	4	0	2	5	1	1	4	2	0	2	1	0	0	1	
isogroup15795	47	51	9	16	45	38	26	10	9	10	8	22	10	17	6	29	6	9	4	6	
isogroup15797	17	10	7	7	31	14	8	5	4	2	10	8	10	8	5	9	6	11	6	3	
isogroup15798	0	1	0	1	0	3	0	0	1	0	1	0	2	1	1	0	1	0	0	1	
isogroup15799	0	1	0	2	0	3	1	0	1	0	9	0	0	0	1	0	0	1	1	6	
isogroup158	10	26	1	10	4	13	2	2	4	3	6	6	5	7	0	4	3	0	1	0	
isogroup1580	0	0	0	0	0	1	0	1	2	2	2	0	0	0	0	0	0	0	0	0	
isogroup15800	5	10	7	4	14	4	5	2	2	7	3	7	3	3	1	3	1	5	1	1	
isogroup15801	7	2	6	2	3	2	0	0	0	0	0	1	0	0	2	5	0	1	2	3	
isogroup15803	9	37	16	16	53	37	24	7	9	21	19	26	13	21	16	19	5	9	10	12	
isogroup15805	13	23	4	8	20	17	17	8	6	9	10	12	9	10	4	10	4	8	2	3	
isogroup15806	6	9	2	4	7	5	1	3	6	5	6	2	8	6	2	3	1	0	5	2	
isogroup15807	4	7	6	3	1	6	3	1	3	4	3	2	1	6	2	4	0	5	2	2	
isogroup15808	3	8	2	5	21	11	1	2	2	2	2	4	1	6	1	9	2	5	1	1	
isogroup15809	0	1	0	1	1	1	1	0	2	1	3	0	0	0	3	0	2	1	2	0	
isogroup1581	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	
isogroup15810	7	6	8	7	7	7	7	4	5	2	3	3	7	4	5	2	5	0	4	6	
isogroup15811	5	3	4	1	0	3	4	1	6	3	9	0	4	1	8	1	5	1	13	3	
isogroup15812	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	
isogroup15813	26	55	38	32	37	48	76	31	31	56	40	57	16	38	20	43	15	6	9	18	
isogroup15815	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	
isogroup15817	89	138	28	60	139	89	91	40	64	71	42	91	51	46	16	44	11	69	12	28	
isogroup15818	2	8	6	5	5	7	3	2	2	9	9	4	7	4	4	2	8	4	5	3	
isogroup15819	1	5	1	0	1	4	5	1	4	5	4	1	2	1	2	1	3	2	1	2	
isogroup1582	0	0	3	0	0	0	1	0	0	2	2	0	2	1	0	0	1	1	3	0	
isogroup15820	2	11	0	4	6	3	3	1	2	1	4	2	1	0	1	3	1	0	0	0	
isogroup15821	1	1	0	1	0	2	2	0	2	0	1	0	0	3	1	0	0	2	0	0	
isogroup15823	0	0	0	0	0	0	0	0	1	2	1	2	0	1	0	0	0	0	0	0	
isogroup15824	0	1	0	0	0	1	1	0	1	2	3	0	2	1	1	1	1	0	2	0	
isogroup15825	7	41	10	45	13	27	16	13	44	32	43	29	54	19	28	21	47	18	62	8	
isogroup15826	10	8	1	5	8	4	3	5	1	1	3	1	1	4	0	3	0	1	0	2	
isogroup15827	12	15	3	9	23	19	33	8	11	18	13	20	13	13	13	9	8	16	13	13	
isogroup15828	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	2	0	0	0	0	
isogroup15829	0	0	0	0	1	0	8	2	5	12	7	8	9	1	1	1	1	1	1	0	
isogroup1583	4	12	5	0	8	2	9	2	5	2	2	3	2	3	3	5	3	6	1	2	
isogroup15830	18	30	7	11	27	18	18	24	29	31	21	39	28	11	9	18	8	10	1	0	
isogroup15831	0	0	5	0	0	0	0	0	1	0	12	0	0	0	0	0	0	0	0	13	
isogroup15832	106	80	19	38	110	54	44	16	31	45	14	58	22	23	9	35	6	10	9	8	
isogroup15833	71	113	47	52	95	71	67	24	59	61	28	86	45	38	28	93	22	73	25	32	
isogroup15834	1	1	0	0	2	2	1	0	0	0	0	1	0	0	0	0	1	0	1	0	
isogroup15835	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	3	
isogroup15837	18	9	8	4	10	15	9	3	6	10	15	13	6	4	9	7	6	6	2	1	
isogroup15838	42	103	31	39	101	90	84	15	27	82	31	80	38	61	14	80	11	30	9	17	
isogroup1584	6	18	11	11	8	14	17	7	6	5	9	16	8	9	4	6	5	14	5	4	
isogroup15840	11	21	13	23	13	31	41	8	24	35	34	14	15	21	9	17	13	5	14	8	
isogroup15841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	
